timestamp,signal,value,label,true_ttf
18811,loop_latency,0,faulty,
18912,heap_free,192,faulty,0.075
18912,heap_used,7920,faulty,
18912,loop_latency,0,faulty,
19012,heap_free,192,faulty,0.075
19012,heap_used,7920,faulty,
19013,loop_latency,1,faulty,
19113,heap_free,192,faulty,0.075
19113,heap_used,7920,faulty,
19113,loop_latency,0,faulty,
19214,heap_free,192,faulty,0.075
19214,heap_used,7920,faulty,
19214,loop_latency,0,faulty,
19314,heap_free,192,faulty,0.075
19314,heap_used,7920,faulty,
19314,loop_latency,0,faulty,
19415,heap_free,192,faulty,0.075
19415,heap_used,7920,faulty,
19415,loop_latency,0,faulty,
19515,heap_free,192,faulty,0.075
19515,heap_used,7920,faulty,
19516,loop_latency,1,faulty,
19616,heap_free,192,faulty,0.075
19616,heap_used,7920,faulty,
19616,loop_latency,0,faulty,
19717,heap_free,192,faulty,0.075
19717,heap_used,7920,faulty,
19717,loop_latency,0,faulty,
19817,heap_free,192,faulty,0.075
19817,heap_used,7920,faulty,
19817,loop_latency,0,faulty,
19918,heap_free,192,faulty,0.075
19918,heap_used,7920,faulty,
19918,loop_latency,0,faulty,
20018,heap_free,192,faulty,0.075
20018,heap_used,7920,faulty,
20019,loop_latency,1,faulty,
20119,heap_free,192,faulty,0.075
20119,heap_used,7920,faulty,
20119,loop_latency,0,faulty,
20220,heap_free,192,faulty,0.075
20220,heap_used,7920,faulty,
20220,loop_latency,0,faulty,
20320,heap_free,192,faulty,0.075
20320,heap_used,7920,faulty,
20320,loop_latency,0,faulty,
20421,heap_free,192,faulty,0.075
20421,heap_used,7920,faulty,
20421,loop_latency,0,faulty,
20521,heap_free,192,faulty,0.075
20521,heap_used,7920,faulty,
20522,loop_latency,1,faulty,
20622,heap_free,192,faulty,0.075
20622,heap_used,7920,faulty,
20622,loop_latency,0,faulty,
20723,heap_free,192,faulty,0.075
20723,heap_used,7920,faulty,
20723,loop_latency,0,faulty,
20823,heap_free,192,faulty,0.075
20823,heap_used,7920,faulty,
20823,loop_latency,0,faulty,
20924,heap_free,192,faulty,0.075
20924,heap_used,7920,faulty,
20924,loop_latency,0,faulty,
21024,heap_free,192,faulty,0.075
21024,heap_used,7920,faulty,
21025,loop_latency,1,faulty,
21125,heap_free,192,faulty,0.075
21125,heap_used,7920,faulty,
21125,loop_latency,0,faulty,
21226,heap_free,192,faulty,0.075
21226,heap_used,7920,faulty,
21226,loop_latency,0,faulty,
21326,heap_free,192,faulty,0.075
21326,heap_used,7920,faulty,
21326,loop_latency,0,faulty,
21427,heap_free,192,faulty,0.075
21427,heap_used,7920,faulty,
21427,loop_latency,0,faulty,
21527,heap_free,192,faulty,0.075
21527,heap_used,7920,faulty,
21528,loop_latency,1,faulty,
21628,heap_free,192,faulty,0.075
21628,heap_used,7920,faulty,
21628,loop_latency,0,faulty,
21729,heap_free,192,faulty,0.075
21729,heap_used,7920,faulty,
21729,loop_latency,0,faulty,
